ID	String 1	label
2688	I never really wanted to give him up in the first place she said	0
482	did you hear about the fire at the shoe factory a thousand soles got burned some heel did it while he was laced	1
3826	The best thing is feeling good about yourself do whatever it takes to raise your self esteem and confidence and trust me he will notice	0
3303	He said You don t mind if I continue doing what I do	0
4013	If I knew the answer to this I would not be bald	0
1371	surprisingly julius caesar preferred ranch	1
2338	when the butter melted it was rendered useless	1
4238	A closed mind is like a closed book just a block of wood	0
4060	The great thing about sex is the more you have the more you want Have fun	0
3464	They always ask if it s in production and when it will be coming out	0
692	the research assistant couldn t experiment with plants because he hadn t botany	1
2379	when jesus entered jerusalem people waved palm branches because they were being frondly	1
289	it s a fact taller people sleep longer in bed	1
1949	tennyson wrote a series of poems about a lazy monarch he called it idles of the king	1
1497	cash cows control bull market stocks	1
4586	In for a penny in for a pound	0
2290	an irate loanshark owed money by john stone proved that you can get blood out of a stone	1
3859	when you have to ask you are out of love	0
1606	marriage is hard but divorce usually goes off without a hitch	1
3256	We the People tell the government what to do it doesn t tell us	0
1362	the astronauts said their experience on the moon was out of this world	1
295	i missed my miniature indian musical instrument practice last night i couldn t find a baby sitar	1
61	weight loss mantra fat chants	1
3592	There isn t enough information to answer this question What kind of account are you talking about	0
1784	old bankers never die they just pass the buck	1
2759	At this point I don t know exactly what it will be he said	0
3385	You are talking to one who would as much as possible rely on market forces Bush replied	0
1470	he made good fruitcake but he was one slice short of a loaf	1
1974	if you have too many scientists together how do you get iridium	1
2455	I said I was going to do it and I did it	0
4138	This twist on a traditional French country salad is great even without bacon	0
4399	Mankind scorns a virtuous man but heaven does not	0
2065	the inventor of the fahrenheit scale solved the problem by degrees	1
4700	Fall seven times stand up eight	0
3637	Get up in a tree and act like a nut I am neither psychic nor in grade four The psycho bit is still up for debate however	0
4437	One happiness scatters a thousand sorrows	0
3426	I won t read them she said with stern look	0
3124	If you can t get it right you don t get a moment to do it again he said	0
589	my friend and i are going to ride our bikes to a house party because i don t think we could handle bars	1
4211	Your dog and your grandfather may have more in common than you think	0
590	my dentist would simply not stop working on my teeth he was abscessive compulsive	1
1144	pharmacists find their work to be very encapsulating	1
3029	They weren t shotgun marriages because someone got pregnant although some of them were	0
3736	Doctors will probably tell you not to quit cold turkey but I had no problems	0
2382	things can go either way at a kissing gate	1
2234	a dentist has to tell a patient the whole tooth	1
1757	the circus strongman had a brief affair with the contortionist but she broke it off	1
3700	You will need a very strong piece of rope and a very tall tree	0
2412	what s the funniest bunch of fruit a pun net of strawberries	1
3392	I just couldn t go on lying any more he said	0
3624	try washing your hair with cold water believe me it works	0
607	i once knew a guy who had fish and chips every day for a year his stomach took a battering	1
296	i made a batch of fish eye soup it should see me through the week	1
587	my mailman should be a comedian his delivery is perfect	1
3144	If I did it over I wouldn t change a thing	0
566	the apple crossed the street because he wanted to get to the other cider the road	1
1460	highways today are much better than they were many years ago and there are lots of concrete examples of it	1
3362	A small bag of crack which goes for 50 in New York can sell for up to 100 here he said	0
2381	vertical living is flat dwelling	1
3355	Although it was difficult to reach the spot rescue workers found the car quickly but no one was alive	0
